"COD","Società"
"SR631","A.S.D. NOTO BAROCCA"
"SR633","ASD KAPUHALA TEAM"
"SR635","ATLETICA AVOLA"
"SR636","MELILLIATLETICA"
"SR640","A.S.D. ARCHIMEDE"
"SR670","A.S. DIL. ATLETICA NOTO"
"SR671","A.S.D. ARETUSA MARCIA SIRACUSA"
"SR679","ASS. POL. DIL. PLACEOLUM"
"SR687","A.S.D.OLIMPIASPORT"
"SR699","A.P.D. ROSOLINI"
"SR705","A.S.D. 5K FLORIDIA MARATHON"
"SR708","A.S.D.  STAR  GYM"
"SR719","A.S. DIL. AMICO CORRIDORE SR"
"SR720","A.S.D. MEGARA RUNNING"
"SR723","ASD GROUP RUNNING EXSCLUSIVE"
"SR726","ASD PALOMBELLA RUNNING"
"SR727","A.S.D.POL. ATLETICA HYBLA"
"SR736","ASD POLISPORTIVA S. SEBASTIANO"
"SR738","A.S.D. ORANGE ATHLETICS"
"SS016","SS ALASPORT"
"SS019","C.U.S. SASSARI"
"SS021","ASC ATL SAN GIOVANNI"
"SS026","STUDIUM ET STADIUM"
"SS028","POL LIB ATL SASSARI"
"SS034","ATLETICA OZIERI"
"SS043","G.S. ATL OLBIA"
"SS057","DOP PETROLCHIMICO PORTOTORRES"
"SS059","ATL LEGG PORTO TORRES"
"SS064","CCRS  SORSO"
"SS067","SS GYMNASIUM ATL ALGHERO"
"SS093","POD AMATORI OLBIA"
"SS103","ATLETICA ARZACHENA"
"SS112","ATL BUDDUSO'"
"SS122","ATL LEGG LURAS"
"SS125","ATLETICA PLOAGHE"
"SS173","SOC ATL TEMPIO PAUSANIA"
"SS181","GS MONTE ACUTO MARATHON"
"SS182","I GUERRIERI DEL PAVONE"
"SS191","TRIATHLON TEAM SASSARI"
"SS192","POL CENTRO STORICO CASTELSARDO"
"SS196","GS ATLETICA RUNNERS OSCHIRI"
"SS197","ATL CIVITAS OLBIA"
"SS200","ATLETICA GOCEANO"
"SS206","ATLETICA ANGLONA LAERRU"
"SS207","ATLETICA SASSARI"
"SS208","ALGHERO MARATHON"
"SS215","RUNNER SASSARI"
"SS217","PODISTICA SASSARI"
"SS220","A.S.D. ICHNOS SASSARI"
"SS221","MARATHON CLUB TEMPIO"
"SS228","SHARDANA ASD"
"SS229","ATLETICA SAN TEODORO"
"SS240","ASD SARDASPORT"
"SS245","ATLETICA ITTIRI CANNEDU A.S.D."
"SS247","ALGUERUNNERS ASSOCIAZIONE SPOR"
"SS252","A.S.D.  ACSI ATLETICA GALLURA"
"SS257","ASD SOS IDDANOESOS"
"SS258","ATLETICA SASSARI ASSOCIAZIONE"
"SS278","POL. PORTO ROTONDO A.S.D."
"SS283","RUNFAST SASSARI ASD"
"SS284","A.S.D. ACADEMY OLBIA ATLETICA"
"SS287","ATLETICAMENTE A.S.D."
"SS288","ASD POLIPORTIVA 3P"
"SS291","ASD TEMPLUM ATHLETAE"
"SV010","ATL. GILLARDO RENZO MILLESIMO"
"SV019","ATLETICA VARAZZE"
"SV021","ATLETICA CAIRO"
"SV022","CENTRO ATLETICA CELLE LIGURE"
"SV023","ATL. RUN FINALE LIGURE"
"SV026","A.S.D. ATLETICA ALBA DOCILIA"
"SV030","ASD RUNRIVIERARUN"
"SV037","UNIVERSALE ALBA DOCILIA"
"SV040","ASD TRIATHLON SAVONA"
"SV050","MAREMONTANA A.S.D."
"SV058","ATLETICA CERIALE SAN GIORGIO"
"SV060","RUN&MOTION"
"SV070","ATLETICA ARCOBALENO SAVONA"
"SV090","ATLETICA VAL LERRONE"
"SV202","ASD ALBENGA RUNNERS"
"SV300","BARNES TRAIL AND ROAD ASD"
"SV551","S.S. RUNNERS LOANO"
"SV561","PODISTICA SAVONESE"
"SV600","A.S.D. ATLETICA BOISSANO TEAM"
"SV999","ATLETICA SAVONA"
"TA401","S.S. L'AMICO TARANTO"
"TA402","A.S.D. PODISTICA GROTTAGLIE"
"TA408","A.S PODISTICA TARAS"
"TA409","U.S.ATLETICA TARANTO"
"TA413","ASD. ATL. L'AMICO-CRAS TARANTO"
"TA414","ATLETICA JONICA"
"TA415","A.S.AMATORI PODISTICA MASSAFRA"
"TA420","POL. NUOVA S. ELIA GROTTAGLIE"
"TA423","CLUB RUNNER 87 CASTELLANETA"
"TA424","CORRERE E' SALUTE MOTTOLA"
"TA425","ASD POD. FAGGIANO V.P. SERVICE"
"TA426","NUOVA ATLETICA LATERZA"
"TA432","S.ATL. S.G.BOSCO  PALAGIANELLO"
"TA438","CRISPIANO MARATHON CLUB ONLUS"
"TA440","ATHLETIC TEAM PALAGIANO"
"TA441","G.S. PAOLOTTI - ATL MARTINA"
"TA442","RUNNERS GINOSA"
"TA443","POL. DON MILANI"
"TA445","A.S.D.  PODISTICA TALSANO"
"TA446","A.S.D. MARATHON MASSAFRA"
"TA448","IKKOS ATHLETIC TEAM"
"TA450","GRUPPO MARATHON MARTINA FRANCA"
"TA451","A.S.D. ATLETICA DON MILANI"
"TA452","ATLETICA GROTTAGLIE"
"TA456","TARANTO SPORTIVA"
"TA457","A.S.D ATL. PODISTICA PALAGIANO"
"TA458","ATHLON SPORT PLANET"
"TA459","TOP RUNNERS LATERZA"
"TA460","BODY ANGEL"
"TA461","POD. CAROSINO JONICA&HIRIA MES"
"TA462","A.S.D. TRIATHLON TARANTO"
"TA463","A.S.D. OLIMPIA GROTTAGLIE"
"TA464","TEAM NUOVA PODISTICA MASSAFRA"
"TA465","ASD ATLETICA SAVA"
"TA466","MARTINA FRANCA RUNNING A.S.D."
"TA467","ATLETICA CRISPIANO"
"TA468","ATLETICA TALSANO"
"TA469","ATLETICA MAGNA GRECIA"
"TA470","IKKOS ATLETI TARANTO A.S.D."
"TA471","A.S.D. RHBIKE TEAM"
"TA473","ACCADEMIA DEL MOVIMENTO A.S.D."
"TA474","A.S.D.FITNESS EXELLENCE"
"TA477","ASD ATLETICA STATTE A.V.I."
"TA479","ASD NUOVA ATLETICA TARANTO"
"TA481","ASD KRATOS MASSAFRA"
"TE043","ASD G.P. MONTORIO"
"TE048","A.P.D. ECOLOGICA 'G'"
"TE049","ASD ATL. VOMANO"
"TE063","GRUPPO POD. AMATORI TERAMO SSD"
"TE091","ASD DIV.ATL.'T. CIANCIOTTA' TE"
"TE121","ASD INTERAMNIA CLUB SRL"
"TE130","ASD DIV. ATL.'C.BERNARDINI'TE"
"TE138","ASD ATLETICA GRAN SASSO TERAMO"
"TE160","ATLETICA TERAMO"
"TE161","CANTERA GRAN SASSO A.S.D."
"TE162","ADRIATICO TEAM POLISPORTIVA"
"TE163","G.P.PRETUZI RUNNERS TERAMO ASD"
"TE200","TURISMO PODISMO"
"TE203","ASD I PODISTI DI NEMO"
"TE204","A.S.D.G.S.MARTINSICURO"
"TE207","A.S.D. ROSETO ENDURANCE"
"TN101","ATLETICA TRENTO"
"TN102","ATL.  VALLI DI NON E SOLE"
"TN103","ATLETICA CLARINA TRENTINO"
"TN104","GS VALSUGANA TRENTINO"
"TN106","ASD CITTA' DI TRENTO"
"TN107","G.S. BONDO"
"TN108","ATHL. TEAM RIVA"
"TN109","U.S. QUERCIA DAO CONAD"
"TN111","ATL. MAIDA"
"TN113","U.S.D. CERMIS"
"TN118","US CORNACCI"
"TN119","S.A. VALCHIESE"
"TN120","U.S. DOLOMITICA ASD"
"TN126","U.S. STELLA ALPINA CARANO"
"TN127","JUNIOR SPORT AVIO"
"TN129","U.S. LATEMAR"
"TN131","LAGARINA CRUS TEAM"
"TN134","G.A. PALIO CITTA DELLA QUERCIA"
"TN135","ATLETICA ALTO GARDA E LEDRO"
"TN136","U.S. PRIMIERO ASD"
"TN139","S.S. TENNO"
"TN151","MARATHON CLUB TRENTO"
"TN500","ATLETICA VALLE DI CEMBRA"
"TN501","ATLETICA TIONE"
"TN502","U.S. MONTI PALLIDI"
"TN509","ATLETICA TEAM LOPPIO"
"TN517","ATL. VILLAZZANO"
"TN522","G.S. FRAVEGGIO"
"TN524","G.S. TRILACUM"
"TN527","ATLETICA ROTALIANA"
"TN531","TRENTINO RUNNING TEAM"
"TN533","TRENTINO LAGORAI TEAM"
"TN540","POL.VA GIUDICARIE ESTERIORI"
"TN542","ATLETICA AMBIEZ"
"TN550","GARDASPORTEVENTS"
"TN552","ATLETICA FASSA 08"
"TN555","UNIONE SPORTIVA MONTI PALLIDI"
"TN561","US CORNACCI TESERO ASD"
"TN562","JUNIOR SPORT AVIO"
"TN563","U.S. 5 STELLE SEREGNANO A.S.D."
"TN564","POLISPORTIVA OLTREFERSINA ASD"
"TN567","USD VILLAZZANO"
"TN569","U.S. CARISOLO"
"TN571","GARDA TRENTINO TRAIL ASD"
"TN572","A.S.D. NEW LIFE"
"TN577","TRI-SWIM GARDATRENTINO ASD"
"TN578","ORIENTEERING PINE' A.S.D."
"TN579","SCATTOMATTO A TUTTOSPORT ASD"
"TO001","BATTAGLIO C.U.S. TORINO ATL"
"TO002","SISPORT SSD"
"TO003","ATL. SUSA ADRIANO ASCHIERIS"
"TO004","ATLETICA GIO' 22 RIVERA"
"TO005","ATL CUMIANA STILCAR"
"TO006","U.S. LA SALLE GIAVENO"
"TO010","PODISTICA REBA"
"TO015","ATLETICA CANAVESANA"
"TO016","ASDP ATLETICA PINEROLO"
"TO017","G.S. RIV-SKF E. AGNELLI"
"TO019","ASD G.S. POMARETTO '80"
"TO020","ATL. CHIERESE & LEO"
"TO021","A.S.D. TO021"
"TO025","C.C.R.SPORT. ALPINI TROFARELLO"
"TO029","RUNNING CENTER CLUB TORINO"
"TO031","GRUPPO SPORT. SORDOPARLANTI TO"
"TO034","GRUPPO SPORTIVI CHIVASSESI"
"TO036","G.S. ATLETICA RIVOLI A.S.D."
"TO037","ATLETICA IVREA"
"TO041","G.S.P.T. TORINO"
"TO042","ATLETICA RIVAROLO"
"TO043","POLISPORTIVA ATLETICA '71"
"TO044","BALANGERO ATLETICA LEGGERA"
"TO045","POD.TRANESE UNIONE INDUSTRIALE"
"TO046","GRUPPO SPORTIVO BERTOLO"
"TO047","A.S.D. BORGARETTO 75"
"TO049","GRUPPO PODISTICO AVIS TORINO"
"TO054","AS.SPORT.DIL.ATLETICA VOLPIANO"
"TO055","ASD CEDAS FIAT GRUPPO PODISMO"
"TO058","G. P. DILETT. TAPPOROSSO"
"TO063","UNIONE SPORT. ATLETICA CAFASSE"
"TO074","A.S. DILETT. SAFATLETICA"
"TO076","POLISPORT. NOVATLETICA CHIERI"
"TO085","G.S. ATL. NICHELINO"
"TO086","CRAL TRASPORTI TORINESI"
"TO087","POL. DIL. BAIRESE"
"TO088","AMICI DEL MOMBARONE"
"TO090","A. S. DILETT. DORATLETICA"
"TO092","LIB. FORNO SERGIO BENETTI"
"TO094","ASD GIANNONERUNNING CIRCUIT"
"TO095","G. P. RIVAROLO 1977"
"TO096","POLISPORTIVA BOSCONERESE"
"TO099","PODISTICA NONE"
"TO100","ATLETICA VENTUROLI"
"TO102","G.S. DES AMIS"
"TO114","NUOVA ATLETICA CIRIE'"
"TO118","TURIN MARATHON"
"TO130","UNIONE SPORTIVA SAN MICHELE"
"TO133","ASD G.P. A.T.P. TORINO"
"TO134","POD.DEGLI AMICI PIANEZZA TO"
"TO135","GE-SE.SPORT ASS.I.O.MA."
"TO137","PODISTICA DILETT. VALCHIUSELLA"
"TO146","ATLETICA SAVOIA"
"TO155","A.S.D. BAUDENASCA"
"TO164","A.S.D. ATLETICA TEAM CARIGNANO"
"TO169","ASD GIORDANA LOMBARDI"
"TO170","TIGER SPORT RUNNING TEAM ASD"
"TO177","A.S. ATL. STRAMBINO"
"TO178","POLISPORTIVA ATLAVIR"
"TO183","ATLETICA VALPELLICE"
"TO185","RUNNER TEAM 99 SBV"
"TO187","ATLETICA PEC"
"TO191","G.S. SCOLASTICO A. PALAZZESCHI"
"TO199","ASS. DILET. CANAVESE 2005"
"TO200","BASE RUNNING"
"TO202","CRAL SOCIETA' REALE MUTUA ASS."
"TO204","ATLETICA TORINO"
"TO205","CRAL REGIONE PIEMONTE"
"TO207","ATLETICA CASELLE '93"
"TO211","ATLETICA SETTIMESE"
"TO212","POLISPORTIVA RONCHIVERDI"
"TO215","A.S.D. VOLARE"
"TO216","A.M.E.C.E.'CLUB AJIAL'S SPORT"
"TO221","G.S. INTERFORZE TORINO"
"TO223","ASD C.R.A.L. A.M.I.A.T. TORINO"
"TO224","A.S.D. PODISTICA TORINO"
"TO226","SAFATLETICA PIEMONTE ASD"
"TO230","CARIGNANO RUN"
"TO231","A.S.D. VIGONECHECORRE"
"TO236","ASD POL. PEDAGGIO CASTIGLIONE"
"TO238","ADMO PEPERONCINO RUNNING"
"TO245","ASD ATLETICA MORENICA"
"TO246","APPLERUN TEAM"
"TO247","SAFATLETICA SSD A RL"
"TO248","A.S.D. WALKING FOR WELLNESS IT"
"TO250","ATLETICA BALON"
"TO251","SPORT MAGIC BOX"
"TO254","GLI ORCHI TRAILERS ASD"
"TO257","ASD FILMAR RUNNING"
"TO258","A.S.D VALLI DI LANZO"
"TO259","U.S. SAN SECONDO A.S.D"
"TO260","RUN ATHLETIC TEAM A.S.D."
"TO261","OLIMPIATLETICA"
"TO262","DURBANO GAS ENERGY RIVAROLO 77"
"TO264","GIRO D'ITALIA RUN"
"TO265","A.S.D. EQUILIBRA RUNNING TEAM"
"TO266","VALSUSA RUNNING TEAM"
"TO267","A.S.D. PODISTICA LEINI'"
"TO268","ATLETICA VENARIA REALE"
"TO270","ASD MARCO LINGUA 4EVER"
"TO271","TEAM MARATHON S.S.D."
"TO274","ULTRA TAAAAAC TEAM"
"TO275","ASD TEAM PERETTI"
"TO278","TRAIL RUNNING TORINO A.S.D."
"TO280","TORINO ROAD RUNNERS A.S.D."
"TO281","TRIATHLON TEAM ALPIGNANO"
"TO282","ASD CARMAEVENTI"
"TO283","RARI NANTES TORINO S.S.D.A R.L"
"TO285","ASD ORTA 10 IN 10"
"TO286","FOR FUN SPORTS TEAM A.S.D."
"TO287","ASD GRAN PARADISO VALLE ORCO"
"TO289","ASD GLI AMICI DI MARCELLO"
"TO292","ROTOLANDO SRL-SD"
"TO296","ATLETICA VAL SANGONE 2023 ASD"
"TO303","A.S.D. MAZE RUNNERS"
"TP128","A.S. DIL. TEAM SELICA"
"TP143","A.S.D. U.S. ACLI MARSALA"
"TP144","A.S.DIL. ATL. LEGG. TRAPANI"
"TP152","ASD L.I.P.A. ATLETICA ALCAMO"
"TP173","G.S.D. 5 TORRI  FIAMME CREMISI"
"TP174","A.S.D. POL.GIOVANNI FALCONE TP"
"TP176","A.S. DIL. FORTIS TRAPANI"
"TP178","ASS. POL. DILETT. I MULINI"
"TP189","G. S. DILET. 'LA VOLATA'"
"TP310","A.S. CULT. DILETT. NUMBER ONE"
"TP325","NUMBER ONE ASD-APS"
"TP365","A.S.D. POL. ATL. MAGIC TRAPANI"
"TP380","A. POL. D. DELIA 2000"
"TP400","A.S. DILETT. G.S.ATL.MAZARA"
"TP422","ASS. SPORT. DIL. C.S.VALDERICE"
"TP455","POL. DILETT. EURIALO ERICE"
"TP459","A.S.D. POL. REAL PACECO"
"TP481","G.S. DILETT.  RAGANZILI"
"TP483","A.S.D. TRIATHLON TEAM TRAPANI"
"TP516","A.S. DILETT.  POL. MARSALA DOC"
"TP600","LIBERTAS CUSTONACI A.S.D."
"TP602","A.S.D. E CULT. 'ATHENS 2004'"
"TP623","POLISPORTIVA ATLETICA MAZARA N"
"TP625","A.S.D. SALINA RUNNERS"
"TP642","PODISTICA SALEMITANA"
"TP658","NATI STANCHI RUNNERS"
"TP665","ASD MACADAM ATLETICA BELICE"
"TP674","ASD BEE.R"
"TP678","ASD LA GEMMA"
"TP682","ASD G.S. ATL. PAPIO VALDERICE"
"TP685","POL. DILETT. CONQUISTA"
"TP691","ATLETICA LEGGERA SPRINT"
"TP692","A.S.D.POL. TEAM F. INGARGIOLA"
"TP695","A.S.D. TRYPANUM"
"TP710","ASD COCOON CLUB MAZARA"
"TR002","TERNANA MARATHON CLUB A.S.D."
"TR009","G.S. AMLETO MONTI"
"TR023","A.S.D.  AVIS NARNI"
"TR024","ASS.ATL.LIBERTAS ORVIETO"
"TR040","#ILOVERUN ATHLETIC TERNI"
"TR041","AMATORI PODISTICA TERNI"
"TR045","TERNANA MARATHON CLUB"
"TR047","A.S.D. RUNNERS SAN GEMINI"
"TR048","ASD ATH LAB AMELIA VELOCISSIMI"
"TR049","A.S.D. ATHLETIC LAB AMELIA"
"TR050","TERNI TRIATHLON A.S.D."
"TR051","ASD LANCIATORI TERNI"
"TR052","ASD ATHLETIC AMELIA"
"TR054","TERNI TRIATHLON A.S.D"
"TS003","CRAL TRIESTE TRASPORTI"
"TS006","BOR"
"TS007","G.S. SAN GIACOMO"
"TS010","C.U.S. TRIESTE"
"TS043","SOCIETA' GINNASTICA TRIESTINA"
"TS044","TRIESTE ATLETICA"
"TS087","C.A. FINCANT. WARTSILA IT APS"
"TS095","PENTA SPORT TRIESTE"
"TS097","TERGESTINA"
"TS098","ATLETICA GIULIANA"
"TS099","POLISPORTIVA TRIVENETO TRIESTE"
"TS100","TRIESTE TRASPORTI ATL. GIOV."
"TS101","ATLETICA JULIA"
"TS502","A.S.D. VAL ROSANDRA TRIESTE"
"TS503","A.R.A.C."
"TS508","A.S.D. CTL ACEGA"
"TS509","ATLETICA ALTOPIANO TRIESTE"
"TS510","G.S. AMICI DEL TRAM DE OPCINA"
"TS511","A.S.D. GRUPPO GENERALI TRIESTE"
"TS523","AMICI DEL PORTO DI TRIESTE"
"TS526","ATLETICA INSIEL TRIESTE"
"TS533","BAVISELA"
"TS534","CRAL POSTE ITALIANE TRIESTE"
"TS536","EVINRUDE"
"TS538","C.R.S. VIGILI DEL FUOCO TS"
"TS540","RUNNING WORLD TRIESTE"
"TS541","PODISTICA FIAMMA TRIESTE"
"TS542","PROMO RUN TRIESTE"
"TS543","POOL SPORT TRIESTE"
"TS544","SPORTIAMO"
"TS545","ATHLETIC CLUB"
"TS546","A.S.D. ATLETICA MASTER TRIESTE"
"TS547","MIRAMAR"
"TS548","ASD FREE RUNNERS TRIESTE"
"TS549","A.S.D. AD MAIORA TRIESTE"
"TS550","DAYTONA ATHLETICS SSDRL"
"TS552","GAJA"
"TV332","ATLETICA MARENO"
"TV333","LIBERTAS ATLETICA TREVISO"
"TV335","ATL.MONTEBELLUNA"
"TV338","ASD ATLETICA MOGLIANO"
"TV339","ATLETICA PONZANO"
"TV340","ATLETICA VILLORBA"
"TV341","ATLETICA SILCA CONEGLIANO"
"TV342","ATLETICA STIORE TREVISO"
"TV343","ASD ATL.VALDOBBIADENE G.S.A."
"TV344","ATLETICA INDUSTRIALI CONEGLIAN"
"TV345","AS ATL CASTELFRANCO VENETO"
"TV347","ATL.LIB. VITTORIO VENETO"
"TV348","SILCA ULTRALITE VITTORIO V.TO"
"TV349","ASD ATLETICA QUINTO"
"TV352","A.S.D. ATLETICA SAN BIAGIO"
"TV353","ASD TRI VENETO RUN"
"TV354","TREVISATLETICA"
"TV359","GRUPPO ATLETICA VEDELAGO ASD"
"TV360","NUOVA ATLETICA RONCADE"
"TV361","JAGER ATLETICA VITTORIO V.TO"
"TV364","ATLETICA SPRESIANO"
"TV370","NUOVA ATL.RIESE PIO X"
"TV371","ASD NUOVA ATLETICA 3 COMUNI"
"TV373","ATLETICA MOTTENSE"
"TV374","ATLETICA VITTORIO VENETO"
"TV377","N.ATL.S.GIACOMO BANCA D/MARCA"
"TV379","ATL. SERNAGLIA"
"TV381","ATLETICA PEDEROBBA"
"TV383","MONTELLO RUNNERS CLUB"
"TV385","GRUPPO SPORTIVO MERCURYUS"
"TV387","SCUOLA DI MARATONA  VITTORIO V"
"TV388","RUNNING TEAM CONEGLIANO"
"TV389","POLISPORTIVA PADANA LA MARCA T"
"TV390","ATLETICA DI MARCA"
"TV391","A.S.D. PAVANELLO"
"TV392","ASD SCARPE BIANCHE"
"TV393","VFGROUP ATLETICA SANTA LUCIA"
"TV394","NUOVA ATLETICA SAN LAZZARO"
"TV395","CIMAVILLA RUNNING TEAM"
"TV396","ATLETICA MONTEGRAPPA"
"TV397","MIO MIO RUN TEAM BODY EVIDENCE"
"TV398","A.S.D. TEAM TREVISO"
"TV399","A.S.D. CORRITREVISO"
"TV400","POL. JOY CLUB FUEL TO RUN"
"TV401","PERCORRERE IL SILE"
"TV402","AMICI DI LUTRANO"
"TV403","PLAYLIFE PONZANO"
"TV406","ATL-ETICA IMPRESA SOCIALE SSD"
"TV407","E20RUN"
"TV408","A.S.D. HROBERT RUNNING TEAM"
"TV409","VITTORIO ATLETICA ASD APS"
"TV412","EUROVO ATL. PIEVE DI SOLIGO"
"TV413","RIDE YOUR DREAMS TREVISO"
"UD004","C.U.S. UDINE"
"UD008","MARIO TOSI TARVISIO"
"UD013","GEMONATLETICA"
"UD014","NUOVA ATLETICA TAVAGNACCO"
"UD015","NUOVA ATLETICA DAL FRIULI"
"UD018","LIBERTAS FRIUL PALMANOVA"
"UD026","POL. LIB. MERETO DI TOMBA"
"UD030","ATLETICA MALIGNANI LIBERTAS UD"
"UD031","POL. LIB. GRIONS E REMANZACCO"
"UD034","POL. LIBERTAS TOLMEZZO"
"UD051","ASD GR. ATL. MOGGESE ERMOLLI"
"UD065","POLISPORTIVA TIMAUCLEULIS"
"UD066","UNIONE SPORTIVA ALDO MORO"
"UD071","ATLETICA BUJA"
"UD074","LIBERTAS MAJANO"
"UD093","CARNIATLETICA"
"UD096","POL. DOPOLAVORO FERROVIARIO UD"
"UD100","UNIONE SPORTIVA LAVARIANESE"
"UD102","ATHLETIC CLUB APICILIA"
"UD110","ATLETICA 2000"
"UD111","ATLETICA CIVIDALE DEL FRIULI"
"UD112","POLISPORTIVA DEL TARVISIANO"
"UD115","ATLETICA ALTO FRIULI"
"UD116","LIBERTAS UDINE"
"UD118","ATLETICA SAN DANIELE"
"UD121","LUPIGNANUM TRACK&FIELD"
"UD122","ASD PREALPI GIULIE"
"UD500","G. M. UDINESI UOEI"
"UD502","G.M. G.S. AQUILE FRIULANE"
"UD503","GEMONATLETICA S.R.L. DIL."
"UD511","G.S. ALPINI NUCLEO DI PULFERO"
"UD516","MARATONA MAGNANO"
"UD518","PIANI DI VAS"
"UD520","MARATONINA UDINESE"
"UD525","PODISMO BUTTRIO"
"UD526","GRUPPO SPORTIVO NATISONE"
"UD527","ATLETICA DOLCE NORD-EST"
"UD528","NIU' TEAM"
"UD529","KEEP MOVING"
"UD530","JALMICCO CORSE ASSOCIAZIONE SP"
"UD531","MARATONA DELLE CITTA' DEL VINO"
"UD541","MOSTRORUN A.S.D."
"UD544","PALESTRA CIELO APERTO SSD"
"VA050","ATL. CAIRATESE"
"VA051","G.S. MARATONETI CASSANO M.GO"
"VA069","VIRTUS SOMMA LOMBARDO"
"VA078","MARATONETI TRADATE"
"VA117","ATL. MALNATE"
"VA119","ATL. O.S.A. SARONNO LIB."
"VA121","PRO PATRIA A.R.C. BUSTO A."
"VA123","CUS INSUBRIA VARESE COMO"
"VA124","ATL. LIB. UBOLDO"
"VA126","S.G. GALLARATESE"
"VA128","ATL. SAN MARCO U.S. ACLI"
"VA129","POL. OLONIA"
"VA130","N. ATL. VARESE"
"VA131","U.S. VIRTUS ATL."
"VA133","SESTO 76"
"VA168","AMATORI ATL. CASORATE S."
"VA193","G.A.P. SARONNO"
"VA220","SPORT CLUB ITALIA LUINO"
"VA251","G.S. MARATHON MAX"
"VA263","G.A.M. WHIRLPOOL"
"VA287","PODISTI VALLE OLONA"
"VA373","POL. AIROLDI ORIGGIO"
"VA394","ATL. ARCISATE"
"VA451","ATL. VERBANO"
"VA460","N.ATL. ARCONATE"
"VA476","ATL. TRADATE"
"VA509","ATLETICA 3V"
"VA525","PODISTICA MEZZANESE"
"VA549","ATH.RUNNER & CLIMBER BUSTO A."
"VA550","ATL. GAVIRATE"
"VA563","RUNNERS VALBOSSA-AZZATE"
"VA598","RUNNING SARONNO"
"VA608","RUNNER VARESE"
"VA621","ATL. LAGO MAGGIORE"
"VA636","P&C PODISMOECAZZEGGIO"
"VA661","SETTE LAGHI RUNNERS"
"VA697","POLISPORTIVA SALUS GERENZANO"
"VA731","ATL. GALLARATESE"
"VA740","ATL. MACCAGNO"
"VA743","SCI NORDICO VARESE"
"VA750","CARDATLETICA"
"VA766","ATL. LA FORNACE"
"VA796","ATHLON RUNNERS"
"VA834","NUOVA ATLETICA SAMVERGA ASD"
"VA843","NRDC-ITA RUNNING CLUB"
"VA864","ATL. VARESINA MALPENSA"
"VA914","CAMPUS VARESE RUNNERS"
"VA918","VARESE ATLETICA A.S.D."
"VA943","ASD BUMBASINA RUN"
"VA980","ATLETICA TIGERS"
"VA981","TEAM ATTIVASALUTE ASD"
"VA982","A.S.D. FREE RUNNERS TEAM"
"VA990","MALPENSA ATLETICA"
"VB005","A. S. D. BOGNANCO"
"VB012","A.S.D. CADDESE"
"VB013","G. S. D. VALDIVEDRO"
"VB014","CO-VER SPORTIVA MAPEI"
"VB019","ATLETICA CISTELLA"
"VB025","G. S. D. GENZIANELLA"
"VB028","A. S. D. CASTIGLIONE OSSOLA"
"VB034","A.S.D. GRAVELLONA VCO"
"VB040","AVIS MARATHON VERBANIA"
"VB041","SPORT & SPORTIVI"
"VB047","ATL. OSSOLANA 2000"
"VB049","ATL. OSSOLANA VIGEZZO"
"VB050","MARATOLANDIA"
"VB052","ATLETICA AVIS OSSOLANA"
"VB054","SPORT PRO-MOTION"
"VB055","GAV GRUPPO ATLETICA VERBANIA A"
"VB058","SPORT PROJECT VCO"
"VC001","ATL. SANTHIA'"
"VC002","UNIONE GIOVANE BIELLA"
"VC004","ATLETICA VERCELLI 78"
"VC006","G.P. TRINESE"
"VC008","A.S.GAGLIANICO 1974"
"VC012","A.ATL. CANDELO"
"VC014","G.S.A. VALSESIA"
"VC017","G.S. SPLENDOR COSSATO"
"VC019","ATL. STRONESE-NUOVA NORDAFFARI"
"VC020","G.S. ERMENEGILDO ZEGNA"
"VC021","ATL.LESSONA"
"VC024","CEDAS LANCIA VERRONE"
"VC025","A.S. AMATORI SPORT"
"VC028","GRUPPO AMICI CORSA PETTINENGO"
"VC037","GSA POLLONE"
"VC038","C.S.ROASIO"
"VC041","SOC.SPORT.DILETTAN. ARCOBALENO"
"VC042","MULTISPORT SALUGGIA"
"VC043","ATL.GAGLIANICO"
"VC045","ATLETICA VALSESIA"
"VC046","ATL. TRIVERO 2001"
"VC047","PODISTICA VIGLIANO ASD"
"VC048","PIETRO MICCA BIELLA RUNNING"
"VC049","BUGELLA SPORT"
"VC050","ATLETICA CIGLIANO"
"VC053","LA VETTA RUNNING"
"VC054","ATLETICA SERRA CRESCENTINO"
"VC055","PGS DECATHLON VERCELLI"
"VC056","A.S.D. PODISMO DI SERA"
"VC057","ATLETICAMICA"
"VC058","MASTER ATHLETICS TEAM BIELLA"
"VC060","A.S.D. OLIMPIA RUNNERS"
"VC061","BIELLA RUNNING"
"VC062","CALIFORNIA SPORT & FITNESS"
"VC064","READY TO RUN S.R.L."
"VC065","A.S.D.CLIMB RUNNERS"
"VC066","SPLENDOR 1922"
"VC068","ASD TRAIL MONTE CASTO"
"VC071","AMATORI SPORT ASD"
"VC073","ASD FUTURATLETICA PIEMONTE"
"VE461","OLIMPICAORLE"
"VE462","C.U.S. VENEZIA"
"VE464","ATLETICA AUDACE NOALE ASD"
"VE465","AS ATHLON S.GIULIANO VE"
"VE466","A.D.C.S. LIBERTAS SCORZE'"
"VE468","AMATORI ATL.CHIRIGNAGO"
"VE470","VENEZIA RUNNERS ATL.MURANO"
"VE471","ASD ATLETICA MARCON"
"VE472","LA FENICE 1923 MESTRE"
"VE473","ATLETICA RIVIERA DEL BRENTA"
"VE474","GA ARISTIDE COIN VENEZIA 1949"
