,punti TOT,100Hs_h84-8.50,100Hs_h84-8.50 p,lungo,lungo p,200m,200m p,atleta,link_atleta
675,1911.0,16.95,602.0,4.91,535.0,26.27,774.0,FERINO Lucia,https://www.fidal.it/atleta/FERINO-Lucia/eayRkpqlcGU%3D
676,1911.0,16.35,672.0,5.19,612.0,28.05,627.0,SBAIZ Alessandra,https://www.fidal.it/atleta/SBAIZ-Alessandra/eayRkpmhb2k%3D
677,1911.0,17.02,594.0,5.12,592.0,26.84,725.0,ARMENTI Giorgia,https://www.fidal.it/atleta/ARMENTI-Giorgia/g6qRkpKmbmw%3D
678,1910.0,17.15,580.0,5.26,631.0,27.15,699.0,MAFFIODO Cinzia,https://www.fidal.it/atleta/MAFFIODO-Cinzia/dK6RlJqjamY%3D
679,1910.0,16.3,678.0,5.21,617.0,28.2,615.0,PAOLILLO Francesca,https://www.fidal.it/atleta/PAOLILLO-Francesca/gK2RkpOobWw%3D
680,1909.0,16.84,615.0,5.16,603.0,27.25,691.0,DELL'ORTO Martina,https://www.fidal.it/atleta/DELL-ORTO-Martina/dq2RlJWmb2g%3D
681,1909.0,15.34,797.0,4.48,423.0,27.28,689.0,POZZOBON Elisa,https://www.fidal.it/atleta/POZZOBON-Elisa/eK6RkpKfb2s%3D
682,1907.0,17.11,584.0,5.58,723.0,28.39,600.0,BOCCACCINI Claudia,https://www.fidal.it/atleta/BOCCACCINI-Claudia/e62RkpOhaWo%3D
683,1906.0,16.61,641.0,5.35,657.0,28.29,608.0,MUELLER Monika,https://www.fidal.it/atleta/MUELLER-Monika/iaiRkpiicGw%3D
684,1906.0,19.07,384.0,5.58,723.0,25.98,799.0,ROLLINI Chiara,https://www.fidal.it/atleta/ROLLINI-Chiara/dK2Rk5mnbmc%3D
685,1905.0,15.48,779.0,4.46,418.0,27.05,708.0,PLONER Miriam,https://www.fidal.it/atleta/PLONER-Miriam/iaiRk5anamQ%3D
686,1903.0,16.68,633.0,5.23,623.0,27.8,647.0,CARBONI Martina,https://www.fidal.it/atleta/CARBONI-Martina/iKyRkpSoaWo%3D
687,1903.0,17.49,542.0,5.31,645.0,26.95,716.0,ALBER Valentine,https://www.fidal.it/atleta/ALBER-Valentine/iaiRkpmlcWc%3D
688,1902.0,16.65,637.0,4.81,508.0,26.47,757.0,ZERBONI Valentina,https://www.fidal.it/atleta/ZERBONI-Valentina/eKAAARkpOfcWw%3D
689,1902.0,16.85,614.0,5.23,623.0,27.57,665.0,GALLO Elisa,https://www.fidal.it/atleta/GALLO-Elisa/dKyRlJSlcWQ%3D
690,1900.0,15.86,732.0,4.74,490.0,27.41,678.0,BARLETTA Serena,https://www.fidal.it/atleta/BARLETTA-Serena/dKyRlZKob2Q%3D
691,1899.0,15.99,715.0,4.63,461.0,26.87,723.0,POLISE Francesca,https://www.fidal.it/atleta/POLISE-Francesca/f6qRkpahcGc%3D
692,1898.0,16.61,641.0,5.08,581.0,27.43,676.0,MASSARI Gaia,https://www.fidal.it/atleta/MASSARI-Gaia/eq2RkpSibWg%3D
693,1898.0,15.77,743.0,4.66,469.0,27.31,686.0,PINTUS Giulia,https://www.fidal.it/atleta/PINTUS-Giulia/iKyRkpOmbWM%3D
694,1898.0,17.73,517.0,5.73,768.0,28.23,613.0,SANTAMBROGIO Chiara,https://www.fidal.it/atleta/SANTAMBROGIO-Chiara/dq2RlZOgbWo%3D
695,1897.0,16.38,668.0,5.23,623.0,28.32,606.0,ADAMI Corinna,https://www.fidal.it/atleta/ADAMI-Corinna/iaiRk5afcWM%3D
696,1896.0,18.69,420.0,4.94,543.0,24.5,933.0,MENEGHETTI Chiara,https://www.fidal.it/atleta/MENEGHETTI-Chiara/eKyRk5WhbmY%3D
697,1895.0,16.87,611.0,5.07,578.0,27.07,706.0,MARMSOLER Jasmin,https://www.fidal.it/atleta/MARMSOLER-Jasmin/iaiRkpqicGg%3D
698,1894.0,15.64,759.0,4.52,433.0,27.12,702.0,CARCEA Dalia,https://www.fidal.it/atleta/CARCEA-Dalia/fayRkpWkcGc%3D
699,1892.0,16.2,690.0,4.92,538.0,27.58,664.0,BIANCHI Anita,https://www.fidal.it/atleta/BIANCHI-Anita/drKRkpioaGg%3D
700,1891.0,17.18,576.0,5.31,645.0,27.51,670.0,QUAGLIO Arianna,https://www.fidal.it/atleta/QUAGLIO-Arianna/drKRkpimaGs%3D
701,1891.0,16.54,649.0,5.37,663.0,28.67,579.0,RITI Carina denisa,https://www.fidal.it/atleta/RITI-Carina-denisa/eKmRlJSnaGY%3D
702,1890.0,16.94,603.0,5.51,703.0,28.61,584.0,ZANOVELLO Jessica,https://www.fidal.it/atleta/ZANOVELLO-Jessica/dKAAARk5mgcWU%3D
703,1890.0,16.32,676.0,4.92,538.0,27.44,676.0,TASCA Martina,https://www.fidal.it/atleta/TASCA-Martina/dKAAARk5ujaWQ%3D
704,1889.0,16.9,608.0,5.18,609.0,27.49,672.0,SPISSER Silvia,https://www.fidal.it/atleta/SPISSER-Silvia/iaiRkpmibGw%3D
705,1888.0,16.94,603.0,5.21,617.0,27.54,668.0,SCALABRINO Mariasole,https://www.fidal.it/atleta/SCALABRINO-Mariasole/dK6RlZukbGU%3D
706,1887.0,15.77,743.0,4.72,485.0,27.64,659.0,VEROLO Silvia,https://www.fidal.it/atleta/VEROLO-Silvia/e6iRk5qla2Y%3D
707,1885.0,15.95,720.0,4.28,374.0,26.07,791.0,FALSETTI Virginia,https://www.fidal.it/atleta/FALSETTI-Virginia/faiRm5mjamc%3D
708,1885.0,15.94,722.0,4.66,469.0,27.22,694.0,SFULCINI Chiara,https://www.fidal.it/atleta/SFULCINI-Chiara/eqiRlZmgaGk%3D
709,1885.0,16.34,673.0,4.99,557.0,27.7,655.0,NICOLIS Marta,https://www.fidal.it/atleta/NICOLIS-Marta/eKAAARkpumb2Q%3D
710,1884.0,15.97,718.0,4.85,519.0,27.79,647.0,FORLANO Elena,https://www.fidal.it/atleta/FORLANO-Elena/dKuRk5anamo%3D
711,1883.0,15.7,751.0,4.68,474.0,27.66,658.0,RATTI Arianna,https://www.fidal.it/atleta/RATTI-Arianna/dquRkpOgamk%3D
712,1881.0,15.09,830.0,3.94,294.0,26.46,757.0,REPETI Sara,https://www.fidal.it/atleta/REPETI-Sara/faiSkpakcGg%3D
713,1878.0,14.78,871.0,3.94,294.0,26.98,713.0,RIPAMONTI Francesca,https://www.fidal.it/atleta/RIPAMONTI-Francesca/dquRkpSgcGY%3D
714,1878.0,16.41,665.0,5.36,660.0,29.02,553.0,BARONE Sheila,https://www.fidal.it/atleta/BARONE-Sheila/dquRkpWibmY%3D
715,1876.0,16.15,696.0,4.84,516.0,27.58,664.0,BACCHINI Aurora,https://www.fidal.it/atleta/BACCHINI-Aurora/eqAAARkpSib2M%3D
716,1876.0,15.81,738.0,4.8,506.0,27.98,632.0,DRAGO Benedetta,https://www.fidal.it/atleta/DRAGO-Benedetta/eqAAARkpafaGM%3D
717,1875.0,16.89,609.0,4.5,428.0,25.54,838.0,FRONTALINI Alice,https://www.fidal.it/atleta/FRONTALINI-Alice/e62RkpOmcWc%3D
718,1875.0,17.32,561.0,4.43,411.0,24.82,903.0,MELETTO Silvia,https://www.fidal.it/atleta/MELETTO-Silvia/dquRkpefaWs%3D
719,1875.0,16.04,709.0,4.89,530.0,27.93,636.0,BUCCA Erika,https://www.fidal.it/atleta/BUCCA-Erika/h62Rkpana2s%3D
720,1874.0,15.98,717.0,4.46,418.0,26.68,739.0,BOSCHINI Beatrice,https://www.fidal.it/atleta/BOSCHINI-Beatrice/erGRkpakb2o%3D
721,1872.0,16.19,691.0,4.78,500.0,27.38,681.0,CARLETTI Elisabetta,https://www.fidal.it/atleta/CARLETTI-Elisabetta/eKAAARkpSfcWU%3D
722,1871.0,15.97,718.0,4.51,431.0,26.88,722.0,SCHIOCCHET Chiara,https://www.fidal.it/atleta/SCHIOCCHET-Chiara/eKmRlJOma2c%3D
723,1870.0,17.34,559.0,4.69,477.0,25.58,834.0,RIPA Andreina,https://www.fidal.it/atleta/RIPA-Andreina/hKmRkpagaGo%3D
724,1869.0,18.46,442.0,5.57,720.0,27.06,707.0,SELLEROLI Sarah,https://www.fidal.it/atleta/SELLEROLI-Sarah/f62RkpOlcGU%3D
725,1868.0,14.55,902.0,4.04,317.0,27.77,649.0,ROMANO Maria elena,https://www.fidal.it/atleta/ROMANO-Maria-elena/dKmRlJKhaGc%3D
726,1867.0,17.63,527.0,5.12,592.0,26.57,748.0,GUISO Rossella,https://www.fidal.it/atleta/GUISO-Rossella/iKqRkpOgb2c%3D
727,1865.0,15.17,819.0,4.12,336.0,27.02,710.0,MORLINI Cecilia,https://www.fidal.it/atleta/MORLINI-Cecilia/erGRkpSha2U%3D
728,1864.0,16.05,708.0,4.81,508.0,27.78,648.0,LIBARDI Silvia,https://www.fidal.it/atleta/LIBARDI-Silvia/dquRk5KncWg%3D
729,1863.0,16.18,692.0,4.94,543.0,28.04,628.0,MESSNER Stefanie,https://www.fidal.it/atleta/MESSNER-Stefanie/iaiRkpmicGM%3D
730,1862.0,17.21,573.0,4.93,540.0,26.56,749.0,FAGIOLI Chiara,https://www.fidal.it/atleta/FAGIOLI-Chiara/faiSkpKjbGs%3D
731,1861.0,16.71,630.0,5.0,559.0,27.49,672.0,MARONGIU Giulia,https://www.fidal.it/atleta/MARONGIU-Giulia/iKmRkpmlcWg%3D
732,1861.0,17.75,515.0,5.25,628.0,26.93,718.0,DISTEFANO Beatrice,https://www.fidal.it/atleta/DISTEFANO-Beatrice/h62RkpaoaWc%3D
733,1860.0,15.35,796.0,4.12,336.0,26.81,728.0,BONAGURA Camilla,https://www.fidal.it/atleta/BONAGURA-Camilla/f6yRk5qhbWo%3D
734,1859.0,15.71,750.0,4.69,477.0,27.98,632.0,MARTINELLI Giorgia,https://www.fidal.it/atleta/MARTINELLI-Giorgia/dK6Rl5ambmU%3D
735,1859.0,15.88,729.0,4.66,469.0,27.62,661.0,RAIANO Giulia,https://www.fidal.it/atleta/RAIANO-Giulia/eqiRlpioaGQ%3D
736,1859.0,16.31,677.0,4.88,527.0,27.69,655.0,PALLINI Matilde,https://www.fidal.it/atleta/PALLINI-Matilde/fbGRkpOkaGg%3D
737,1858.0,18.37,451.0,5.4,671.0,26.71,736.0,RUBALDO Francesca,https://www.fidal.it/atleta/RUBALDO-Francesca/eqiRlJumaWs%3D
738,1858.0,15.95,720.0,4.84,516.0,28.11,622.0,LONGARATO Laura,https://www.fidal.it/atleta/LONGARATO-Laura/eK6RkpegcGg%3D
739,1858.0,15.44,784.0,4.36,393.0,27.37,681.0,BASELLI Elisa,https://www.fidal.it/atleta/BASELLI-Elisa/fbGRkpOkaGQ%3D
740,1857.0,14.89,856.0,4.27,371.0,28.01,630.0,CITO Maria,https://www.fidal.it/atleta/CITO-Maria/hKyRkpKma2s%3D
741,1856.0,16.7,631.0,5.32,648.0,28.7,577.0,GIANNATTASIO Clarissa,https://www.fidal.it/atleta/GIANNATTASIO-Clarissa/dKqRkpOhbWM%3D
742,1855.0,15.47,781.0,4.42,408.0,27.56,666.0,ALLIEVI Maria giulia,https://www.fidal.it/atleta/ALLIEVI-Maria-giulia/dqmRmJSiaGM%3D
743,1855.0,18.15,473.0,5.27,634.0,26.57,748.0,TRILLINI Benedetta,https://www.fidal.it/atleta/TRILLINI-Benedetta/e6mRkpWgb2k%3D
744,1855.0,17.78,511.0,5.47,691.0,27.72,653.0,STIZZOLI Petra,https://www.fidal.it/atleta/STIZZOLI-Petra/eKAAARk5egamQ%3D
745,1855.0,17.14,581.0,5.11,589.0,27.33,685.0,AMADORI Francesca,https://www.fidal.it/atleta/AMADORI-Francesca/f6yRk5OmcGU%3D
746,1852.0,17.05,591.0,4.82,511.0,26.55,750.0,SPADA Sara,https://www.fidal.it/atleta/SPADA-Sara/eKAAARkpmkbWo%3D
747,1851.0,17.05,591.0,5.02,565.0,27.2,695.0,PEDUZZI Stefania,https://www.fidal.it/atleta/PEDUZZI-Stefania/daqRkpOfbGs%3D
748,1851.0,15.35,796.0,4.46,418.0,27.92,637.0,MONTAGNA GRANATO Sara,https://www.fidal.it/atleta/MONTAGNA-GRANATO-Sara/dq2Rl5KkbWg%3D
749,1850.0,15.47,781.0,4.88,527.0,29.16,542.0,BIANCHI Martina,https://www.fidal.it/atleta/BIANCHI-Martina/fqmRkpifcWQ%3D
750,1850.0,17.44,548.0,5.54,712.0,28.53,590.0,GIROTTO Cristina,https://www.fidal.it/atleta/GIROTTO-Cristina/eayRkpqjb2k%3D
751,1846.0,17.47,544.0,5.19,612.0,27.27,690.0,CASAZZA Valeria,https://www.fidal.it/atleta/CASAZZA-Valeria/dKAAARk5anaGg%3D
752,1846.0,16.22,688.0,5.04,570.0,28.55,588.0,RIGO Elena,https://www.fidal.it/atleta/RIGO-Elena/daqRkpKiaGY%3D
753,1846.0,17.97,492.0,5.5,700.0,27.71,654.0,FACCINI Carlotta,https://www.fidal.it/atleta/FACCINI-Carlotta/eqiRlpmkcGc%3D
754,1846.0,16.61,641.0,4.79,503.0,27.12,702.0,MORGANTI Silvia,https://www.fidal.it/atleta/MORGANTI-Silvia/f6yRlJalcWs%3D
755,1845.0,15.85,733.0,4.56,443.0,27.52,669.0,BARBIERO Alessia,https://www.fidal.it/atleta/BARBIERO-Alessia/d6iRk5agb2M%3D
756,1845.0,16.82,617.0,5.12,592.0,27.94,636.0,SACCO Elisa,https://www.fidal.it/atleta/SACCO-Elisa/daqRkpKjcGM%3D
757,1844.0,17.2,574.0,4.98,554.0,26.95,716.0,PELLINACCI Debora,https://www.fidal.it/atleta/PELLINACCI-Debora/faiRm5aiaGU%3D
758,1844.0,18.19,469.0,5.36,660.0,26.96,715.0,ANCONA Simona,https://www.fidal.it/atleta/ANCONA-Simona/hKiSmpekbGc%3D
759,1843.0,16.75,625.0,5.01,562.0,27.68,656.0,MARCHESI Greta,https://www.fidal.it/atleta/MARCHESI-Greta/dqmRl5Skamo%3D
760,1843.0,15.89,728.0,4.72,485.0,28.01,630.0,BELTRAME Erica,https://www.fidal.it/atleta/BELTRAME-Erica/eKqRkpKnbGs%3D
761,1837.0,16.33,674.0,5.33,651.0,29.58,512.0,MARZENTA Letizia,https://www.fidal.it/atleta/MARZENTA-Letizia/faiSk5OhcGY%3D
762,1837.0,17.81,508.0,5.74,771.0,28.95,558.0,GRANDI Camilla,https://www.fidal.it/atleta/GRANDI-Camilla/dq2RmJWibWY%3D
763,1836.0,16.22,688.0,5.05,573.0,28.72,575.0,NYA YANGA Ornella kelly,https://www.fidal.it/atleta/NYA-YANGA-Ornella-kelly/e6iRk5qlaWo%3D
764,1836.0,16.9,608.0,4.43,411.0,25.78,817.0,PEDUZZI Alessia,https://www.fidal.it/atleta/PEDUZZI-Alessia/daqRkpKlcGo%3D
765,1835.0,16.33,674.0,5.1,587.0,28.73,574.0,AURICCHIO Serena,https://www.fidal.it/atleta/AURICCHIO-Serena/gKiRlZaoaGU%3D
766,1835.0,16.76,624.0,5.03,567.0,27.83,644.0,MONTORFANO Martina,https://www.fidal.it/atleta/MONTORFANO-Martina/eKAAARk5WkcGQ%3D
767,1834.0,16.72,628.0,5.0,559.0,27.8,647.0,AVOLEDO Fabiola,https://www.fidal.it/atleta/AVOLEDO-Fabiola/eaqRkpuhcWc%3D
768,1834.0,15.15,822.0,4.35,391.0,28.12,621.0,GRAPELLI Francesca,https://www.fidal.it/atleta/GRAPELLI-Francesca/erGRkpOhcGk%3D
769,1833.0,16.01,713.0,4.56,443.0,27.42,677.0,BIANCHINI Camilla,https://www.fidal.it/atleta/BIANCHINI-Camilla/fqiRk5ila2w%3D
770,1833.0,16.26,683.0,4.97,551.0,28.41,599.0,BINI Nathalie,https://www.fidal.it/atleta/BINI-Nathalie/dqqRlpqlamc%3D
771,1832.0,16.03,711.0,5.09,584.0,29.23,537.0,POLI Letizia,https://www.fidal.it/atleta/POLI-Letizia/faiRlJahamw%3D
772,1831.0,17.33,560.0,5.13,595.0,27.44,676.0,PIAZZA Marta,https://www.fidal.it/atleta/PIAZZA-Marta/drKRkpahaWk%3D
773,1829.0,15.26,808.0,4.03,315.0,27.07,706.0,ZANZOTTERA Alice,https://www.fidal.it/atleta/ZANZOTTERA-Alice/dq2RlJmibGU%3D
774,1829.0,16.13,698.0,4.95,546.0,28.59,585.0,MAMELI SCIFO Iris,https://www.fidal.it/atleta/MAMELI-SCIFO-Iris/dK2RlJKkamo%3D
775,1827.0,16.62,640.0,4.94,543.0,27.83,644.0,ORECCHIONI Valentina,https://www.fidal.it/atleta/ORECCHIONI-Valentina/iKiRk5Wkb2s%3D
776,1825.0,16.24,685.0,5.07,578.0,28.89,562.0,RUFFILLI Elisabetta,https://www.fidal.it/atleta/RUFFILLI-Elisabetta/gaiRk5mfamY%3D
777,1822.0,17.46,546.0,5.44,683.0,28.49,593.0,LAERA Claudia,https://www.fidal.it/atleta/LAERA-Claudia/hKiSmpmgbmw%3D
778,1821.0,17.97,492.0,5.33,651.0,27.41,678.0,TAGLIAPIETRA Giorgia,https://www.fidal.it/atleta/TAGLIAPIETRA-Giorgia/dKuRk5iobWc%3D
779,1821.0,17.83,506.0,5.29,640.0,27.45,675.0,RONCATO Anna,https://www.fidal.it/atleta/RONCATO-Anna/eK2RkpemcWw%3D
780,1820.0,16.22,688.0,4.91,535.0,28.44,597.0,KOSCIOLEK Patrycja,https://www.fidal.it/atleta/KOSCIOLEK-Patrycja/gKyRkpanbGw%3D
781,1819.0,16.63,639.0,5.28,637.0,29.15,543.0,CAPOTORTO Elisa,https://www.fidal.it/atleta/CAPOTORTO-Elisa/eamRkpekcGY%3D
782,1818.0,16.29,679.0,4.56,443.0,27.19,696.0,PIERONI Margherita,https://www.fidal.it/atleta/PIERONI-Margherita/eqiRlZqmaWg%3D
783,1818.0,17.67,523.0,5.34,654.0,27.87,641.0,PIOVESAN Anna,https://www.fidal.it/atleta/PIOVESAN-Anna/eKAAARkpegbms%3D
784,1817.0,15.97,718.0,4.09,329.0,26.31,770.0,ZUCCARELLI Lucrezia,https://www.fidal.it/atleta/ZUCCARELLI-Lucrezia/dKmRk5inamg%3D
785,1817.0,15.68,754.0,4.38,398.0,27.57,665.0,DALY Beatrice,https://www.fidal.it/atleta/DALY-Beatrice/f6yRlZSib2s%3D
786,1817.0,17.38,554.0,5.27,634.0,28.02,629.0,ENRICH Linda,https://www.fidal.it/atleta/ENRICH-Linda/iaiRk5KkcGs%3D
787,1815.0,17.99,489.0,5.13,595.0,26.77,731.0,BRAGHINI Marta,https://www.fidal.it/atleta/BRAGHINI-Marta/dqqRl5ija2w%3D
788,1808.0,16.29,679.0,4.34,388.0,26.65,741.0,EL SHARABY EZZAT Sara,https://www.fidal.it/atleta/EL-SHARABY-EZZAT-Sara/f6yRlJKlaWk%3D
789,1804.0,17.27,566.0,5.09,584.0,27.71,654.0,GORLANI Federica,https://www.fidal.it/atleta/GORLANI-Federica/daiUlpWncGk%3D
790,1804.0,17.04,592.0,5.4,671.0,29.18,541.0,MUSU Arianna,https://www.fidal.it/atleta/MUSU-Arianna/f6iRmJOmcGM%3D
791,1799.0,16.73,627.0,4.84,516.0,27.68,656.0,OSSENI Diletta,https://www.fidal.it/atleta/OSSENI-Diletta/faiSk5OncWM%3D
792,1799.0,16.14,697.0,5.06,576.0,29.39,526.0,ERMACORA Clara,https://www.fidal.it/atleta/ERMACORA-Clara/eayRk5KhcGw%3D
793,1798.0,16.71,630.0,4.87,524.0,27.83,644.0,OKORO Kelly,https://www.fidal.it/atleta/OKORO-Kelly/eayRk5WlaWg%3D
794,1798.0,16.02,712.0,4.6,454.0,27.99,632.0,FARHAT Amira,https://www.fidal.it/atleta/FARHAT-Amira/dKyRlZKlbWM%3D
795,1798.0,17.54,537.0,5.04,570.0,27.25,691.0,PASSAMONTI Sara,https://www.fidal.it/atleta/PASSAMONTI-Sara/f66RkpShaGM%3D
796,1797.0,15.89,728.0,4.46,418.0,27.74,651.0,MORELLI Chiara,https://www.fidal.it/atleta/MORELLI-Chiara/drKRkpmibGc%3D
797,1796.0,17.66,524.0,5.41,674.0,28.42,598.0,GIOVANARDI Giulia,https://www.fidal.it/atleta/GIOVANARDI-Giulia/eqiRlJWncWQ%3D
798,1796.0,16.81,618.0,4.97,551.0,28.05,627.0,GRASSI Giorgia,https://www.fidal.it/atleta/GRASSI-Giorgia/f6iRlpaobmg%3D
799,1796.0,16.18,692.0,4.64,464.0,27.89,640.0,BONVICIN Giada,https://www.fidal.it/atleta/BONVICIN-Giada/d6iRk5WmamU%3D
800,1795.0,15.85,733.0,4.2,355.0,27.06,707.0,VIETTI Lavinia,https://www.fidal.it/atleta/VIETTI-Lavinia/dqmRmZOfcWU%3D
801,1791.0,17.16,579.0,5.13,595.0,28.17,617.0,COIS Anastasia,https://www.fidal.it/atleta/COIS-Anastasia/iKmRk5SjbGc%3D
802,1790.0,17.82,507.0,5.33,651.0,27.99,632.0,OSAKUE Angel nohuwa,https://www.fidal.it/atleta/OSAKUE-Angel-nohuwa/dK6RlpuoaGg%3D
803,1788.0,16.35,672.0,4.41,406.0,27.02,710.0,SULLI Valentina,https://www.fidal.it/atleta/SULLI-Valentina/dKAAARk5uoaWk%3D
804,1787.0,20.67,249.0,5.32,648.0,24.96,890.0,DENARO Gaia maria anastasia,https://www.fidal.it/atleta/DENARO-Gaia-maria-anastasia/h6AAARkpKjbmc%3D
805,1784.0,17.6,530.0,5.28,637.0,28.18,617.0,FERRANDO Matilde,https://www.fidal.it/atleta/FERRANDO-Matilde/dayRkpKibGM%3D
806,1784.0,17.22,572.0,4.59,451.0,26.42,761.0,BERTONI Melania,https://www.fidal.it/atleta/BERTONI-Melania/dq2Rk5inaWw%3D
807,1783.0,17.03,593.0,5.14,598.0,28.5,592.0,BUSETTO Anna,https://www.fidal.it/atleta/BUSETTO-Anna/erORkpKkb2Y%3D
808,1780.0,17.66,524.0,5.06,576.0,27.39,680.0,CIGARINI Claudia,https://www.fidal.it/atleta/CIGARINI-Claudia/eqiRlpSfbGo%3D
809,1780.0,17.31,562.0,5.19,612.0,28.32,606.0,ULIANA Erika,https://www.fidal.it/atleta/ULIANA-Erika/eayRkpqobWk%3D
810,1777.0,18.08,480.0,5.35,657.0,27.89,640.0,PESTICCIO Carmen,https://www.fidal.it/atleta/PESTICCIO-Carmen/gK2RkpKfcGw%3D
811,1777.0,15.86,732.0,4.64,464.0,28.64,581.0,ZENOBI Selene,https://www.fidal.it/atleta/ZENOBI-Selene/eqiRlZamamw%3D
812,1776.0,17.08,587.0,4.43,411.0,26.22,778.0,POLLARA Beatrice,https://www.fidal.it/atleta/POLLARA-Beatrice/gauRkpKhaWQ%3D
813,1774.0,17.61,529.0,5.3,643.0,28.37,602.0,DOTTA Celeste,https://www.fidal.it/atleta/DOTTA-Celeste/dKyRlJWna2o%3D
814,1773.0,17.62,528.0,4.95,546.0,27.15,699.0,BONCOMPAGNI Elisa,https://www.fidal.it/atleta/BONCOMPAGNI-Elisa/faiRk5KhbGY%3D
815,1773.0,15.9,727.0,4.35,391.0,27.69,655.0,BESANA Lucia,https://www.fidal.it/atleta/BESANA-Lucia/dq2RlpigaWo%3D
816,1773.0,16.61,641.0,4.0,308.0,25.69,824.0,TORRESANI Maddalena,https://www.fidal.it/atleta/TORRESANI-Maddalena/d6iRk5ejb2U%3D
817,1772.0,16.31,677.0,4.51,431.0,27.59,664.0,CERIANI Silvia,https://www.fidal.it/atleta/CERIANI-Silvia/d6iRkpqhaWo%3D
818,1772.0,15.29,804.0,4.51,431.0,29.24,537.0,BENVENUTI Giulia,https://www.fidal.it/atleta/BENVENUTI-Giulia/eqqRkpOfcWU%3D
819,1772.0,15.67,755.0,4.49,426.0,28.51,591.0,MACCAFERRI Ilaria,https://www.fidal.it/atleta/MACCAFERRI-Ilaria/eqmRkpinaWY%3D
820,1771.0,17.8,509.0,4.8,506.0,26.48,756.0,TENCONI Carolina,https://www.fidal.it/atleta/TENCONI-Carolina/drKRkpSlbmY%3D
821,1770.0,15.65,758.0,4.32,384.0,28.04,628.0,PERETTI Arianna,https://www.fidal.it/atleta/PERETTI-Arianna/d6iRk5imb2k%3D
822,1769.0,16.53,651.0,5.0,559.0,28.93,559.0,DE SETA Paola,https://www.fidal.it/atleta/DE-SETA-Paola/eKiRlJika2g%3D
823,1768.0,18.1,478.0,5.26,631.0,27.64,659.0,FERRO Giorgia,https://www.fidal.it/atleta/FERRO-Giorgia/eqiRlZanbGQ%3D
824,1768.0,16.13,698.0,4.4,403.0,27.55,667.0,BECCARO Ilaria,https://www.fidal.it/atleta/BECCARO-Ilaria/iaiRkpeiaGw%3D
825,1767.0,17.45,547.0,4.9,532.0,27.29,688.0,FABBI Anna,https://www.fidal.it/atleta/FABBI-Anna/erGRkpehbGQ%3D
826,1766.0,16.72,628.0,5.01,562.0,28.71,576.0,ROSA Giulia,https://www.fidal.it/atleta/ROSA-Giulia/dKAAARk5qgbmo%3D
827,1765.0,18.07,481.0,5.28,637.0,27.8,647.0,IORI Valentina,https://www.fidal.it/atleta/IORI-Valentina/eqiRlJulbmM%3D
828,1765.0,16.7,631.0,4.86,522.0,28.24,612.0,MASCHI Sophie,https://www.fidal.it/atleta/MASCHI-Sophie/dq2Rk5SgbWo%3D
829,1763.0,18.01,487.0,5.23,623.0,27.72,653.0,PARIGI Federica,https://www.fidal.it/atleta/PARIGI-Federica/dKuRk5mfcGo%3D
830,1762.0,16.22,688.0,4.42,408.0,27.56,666.0,SCOVACRICCHI Valeria,https://www.fidal.it/atleta/SCOVACRICCHI-Valeria/f6yRlJSna2k%3D
831,1762.0,16.86,612.0,4.26,369.0,26.19,781.0,SIVIERO Arianna,https://www.fidal.it/atleta/SIVIERO-Arianna/eK6RkpaiamQ%3D
832,1762.0,17.12,583.0,4.61,456.0,26.87,723.0,MAIOLO Giulia,https://www.fidal.it/atleta/MAIOLO-Giulia/daiUlpKjb2Y%3D
833,1761.0,16.44,661.0,4.38,398.0,27.12,702.0,RAGAZZI Giulia,https://www.fidal.it/atleta/RAGAZZI-Giulia/dqAAARl5KkbGs%3D
834,1760.0,16.06,707.0,4.31,381.0,27.49,672.0,BIANCHI Elisa,https://www.fidal.it/atleta/BIANCHI-Elisa/fqmRkpegaWc%3D
835,1760.0,16.5,654.0,4.92,538.0,28.82,568.0,BOSCAROLO Maddalena,https://www.fidal.it/atleta/BOSCAROLO-Maddalena/faAAARkpWoaGM%3D
836,1760.0,17.87,502.0,5.11,589.0,27.52,669.0,PESCI Matilde,https://www.fidal.it/atleta/PESCI-Matilde/e6qRkpWnaWo%3D
837,1759.0,17.77,512.0,4.77,498.0,26.56,749.0,CAPPELLARI Alice,https://www.fidal.it/atleta/CAPPELLARI-Alice/eKAAARk5qnaGk%3D
838,1758.0,17.12,583.0,4.91,535.0,27.88,640.0,MIGNINI Erika,https://www.fidal.it/atleta/MIGNINI-Erika/e6qRkpSnbmY%3D
839,1758.0,17.03,593.0,5.06,576.0,28.54,589.0,TENUTA Elisavietta,https://www.fidal.it/atleta/TENUTA-Elisavietta/dqAAARlpulb2w%3D
840,1755.0,16.02,712.0,4.31,381.0,27.61,662.0,FRIGERIO Giulia,https://www.fidal.it/atleta/FRIGERIO-Giulia/dquRkpikaGg%3D
841,1753.0,17.09,586.0,4.84,516.0,27.74,651.0,GIOVARA Cecilia,https://www.fidal.it/atleta/GIOVARA-Cecilia/dKuRk5iobWY%3D
842,1752.0,16.9,608.0,4.6,454.0,27.26,690.0,DEHBI Sara,https://www.fidal.it/atleta/DEHBI-Sara/eKyRkpahbGc%3D
843,1752.0,17.65,525.0,3.96,299.0,24.56,928.0,BRUNO Letizia,https://www.fidal.it/atleta/BRUNO-Letizia/hKuRkpSoaWo%3D
